"","date","year","month","day","latitude","longitude","name"
"61","2020-04-24T15:58:34",2020,4,24,34.017911,-118.287954,"Danaus plexippus"
"62","2017-04-30T10:08:41",2017,4,30,34.301425,-119.290633,"Danaus plexippus"
"63","2021-07-09T16:38:44",2021,7,9,36.514888,-105.57495,"Danaus plexippus"
"64","2019-08-04T18:51:44",2019,8,4,34.002815,-118.472778,"Danaus plexippus"
"65","2021-05-24T17:40:07",2021,5,24,32.738772,-117.16855,"Danaus plexippus"
"66","2021-08-01T13:21:11",2021,8,1,34.269795,-118.869897,"Danaus plexippus"
"67","2015-08-03T12:56:27",2015,8,3,36.055952,-112.140435,"Danaus plexippus"
"68","2016-10-26T19:45:23",2016,10,26,21.286677,-101.944815,"Danaus plexippus"
"69","2019-10-24T14:25:00",2019,10,24,34.017406,-118.287501,"Danaus plexippus"
"70","2017-03-03T12:02:03",2017,3,3,34.201245,-118.208787,"Danaus plexippus"
"71","2016-04-21T00:00:00",2016,4,21,34.01673,-118.287705,"Danaus plexippus"
"72","2021-10-06T11:08:00",2021,10,6,35.334709,-118.592077,"Danaus plexippus"
"73","2021-10-07T18:10:00",2021,10,7,31.435472,-100.423177,"Danaus plexippus"
"74","2019-07-19T14:13:25",2019,7,19,33.834325,-117.747703,"Danaus plexippus"
"75","2019-04-25T16:20:54",2019,4,25,34.073733,-118.319388,"Danaus plexippus"
"76","2018-10-21T09:41:41",2018,10,21,35.299033,-120.658067,"Danaus plexippus"
"77","2015-08-12T14:55:00",2015,8,12,40.187749,-105.196085,"Danaus plexippus"
"78","2020-08-28T23:03:23",2020,8,28,40.309061,-103.619757,"Danaus plexippus"
"79","2020-02-15T12:34:26",2020,2,15,33.510417,-115.826797,"Danaus plexippus"
"80","2017-10-23T17:16:00",2017,10,23,29.8875,-100.994405,"Danaus plexippus"
"81","2019-03-27T13:32:00",2019,3,27,21.333722,-100.375909,"Danaus plexippus"
"82","2016-03-25T18:13:24",2016,3,25,33.654321,-117.885528,"Danaus plexippus"
"83","2020-12-11T10:27:50",2020,12,11,35.129272,-120.63237,"Danaus plexippus"
"84","2021-11-14T14:36:19",2021,11,14,25.6417,-100.466319,"Danaus plexippus"
"85","2016-12-13T00:00:00",2016,12,13,32.84801,-116.996788,"Danaus plexippus"
"86","2021-08-25T11:06:12",2021,8,25,35.268345,-120.635483,"Danaus plexippus"
"87","2019-08-10T15:19:00",2019,8,10,33.78206,-118.346574,"Danaus plexippus"
"88","2016-12-08T00:00:00",2016,12,8,32.848007,-116.996786,"Danaus plexippus"
"89","2019-10-12T13:47:13",2019,10,12,34.403705,-119.532662,"Danaus plexippus"
"90","2014-10-29T00:00:00",2014,10,29,27.839764,-101.122987,"Danaus plexippus"
"91","2021-01-17T09:13:49",2021,1,17,33.841058,-118.363964,"Danaus plexippus"
"92","2020-06-24T17:41:47",2020,6,24,34.070786,-118.283653,"Danaus plexippus"
"93","2015-09-27T15:05:49",2015,9,27,36.058839,-112.109315,"Danaus plexippus"
"94","2020-05-06T09:46:26",2020,5,6,34.128253,-118.212256,"Danaus plexippus"
"95","2019-03-24T08:52:00",2019,3,24,21.44668,-104.975582,"Danaus plexippus"
"96","2017-07-16T19:18:01",2017,7,16,33.999371,-118.478516,"Danaus plexippus"
"97","2020-03-31T12:18:11",2020,3,31,33.925147,-118.423417,"Danaus plexippus"
"98","2016-02-15T10:59:27",2016,2,15,33.134977,-117.239344,"Danaus plexippus"
"99","2006-09-17T14:14:00",2006,9,17,33.514939,-109.319136,"Danaus plexippus"
"100","2021-09-16T09:08:00",2021,9,16,38.714936,-104.718223,"Danaus plexippus"
"101","2021-10-24T09:45:00",2021,10,24,25.424465,-100.965448,"Danaus plexippus"
"102","2018-09-19T20:06:18",2018,9,19,39.63467,-104.784506,"Danaus plexippus"
"103","2020-01-23T12:21:26",2020,1,23,34.017644,-118.285341,"Danaus plexippus"
"104","2021-08-29T10:20:23",2021,8,29,31.009572,-110.114912,"Danaus plexippus"
"105","2021-09-15T12:40:28",2021,9,15,40.892011,-109.14912,"Danaus plexippus"
"106","2016-10-25T00:00:00",2016,10,25,21.356007,-101.943056,"Danaus plexippus"
"107","2019-06-11T19:32:54",2019,6,11,34.228889,-119.153053,"Danaus plexippus"
"108","2019-08-28T07:55:50",2019,8,28,33.788951,-117.810171,"Danaus plexippus"
"109","2016-10-17T17:03:16",2016,10,17,32.742378,-117.077576,"Danaus plexippus"
"110","2018-11-04T22:55:00",2018,11,4,32.731462,-117.151602,"Danaus plexippus"
"111","2019-11-24T08:49:19",2019,11,24,33.662298,-117.994109,"Danaus plexippus"
"112","2019-04-28T11:23:45",2019,4,28,32.801646,-117.051487,"Danaus plexippus"
"113","2020-09-02T16:52:00",2020,9,2,33.596962,-101.834967,"Danaus plexippus"
"114","2016-06-17T09:57:00",2016,6,17,33.899817,-118.227075,"Danaus plexippus"
"115","2020-10-04T12:21:00",2020,10,4,31.422912,-103.493229,"Danaus plexippus"
"116","2013-10-23T00:00:00",2013,10,23,25.72318,-100.293563,"Danaus plexippus"
"117","2020-05-04T11:46:34",2020,5,4,34.131936,-118.178108,"Danaus plexippus"
"118","2020-08-12T15:50:11",2020,8,12,33.988853,-118.403008,"Danaus plexippus"
"119","2021-02-22T12:55:00",2021,2,22,32.669747,-117.086094,"Danaus plexippus"
"120","2020-06-26T18:36:54",2020,6,26,22.03042,-100.856099,"Danaus plexippus"
"121","2016-07-18T06:42:00",2016,7,18,34.259062,-118.602474,"Danaus plexippus"
"122","2018-02-17T11:09:49",2018,2,17,34.136165,-118.371168,"Danaus plexippus"
"123","2005-10-26T06:20:00",2005,10,26,25.38358,-100.921655,"Danaus plexippus"
"124","2018-07-25T00:00:00",2018,7,25,40.643043,-111.67615,"Danaus plexippus"
"125","2019-08-24T00:00:00",2019,8,24,32.340691,-110.981122,"Danaus plexippus"
"126","2020-04-24T00:00:00",2020,4,24,32.715738,-117.161084,"Danaus plexippus"
"127","2021-04-10T13:56:00",2021,4,10,34.051701,-117.202138,"Danaus plexippus"
"128","2013-09-23T00:00:00",2013,9,23,25.72318,-100.293563,"Danaus plexippus"
"129","2020-04-02T14:26:23",2020,4,2,33.883648,-118.372052,"Danaus plexippus"
"130","2015-09-08T13:43:01",2015,9,8,33.674917,-117.776293,"Danaus plexippus"
"131","2021-01-31T12:13:29",2021,1,31,33.719444,-118.300833,"Danaus plexippus"
"132","2020-03-09T14:11:42",2020,3,9,33.7783,-118.332542,"Danaus plexippus"
"133","2021-11-09T09:00:27",2021,11,9,34.419919,-119.884141,"Danaus plexippus"
"134","2021-07-22T07:33:00",2021,7,22,39.77405,-105.117025,"Danaus plexippus"
"135","2020-08-02T18:13:50",2020,8,2,22.027587,-100.828333,"Danaus plexippus"
"136","2018-08-25T16:57:40",2018,8,25,32.913625,-117.122139,"Danaus plexippus"
"137","2019-07-18T10:00:00",2019,7,18,40.083032,-111.601379,"Danaus plexippus"
"138","2020-06-02T09:56:02",2020,6,2,33.963159,-118.406591,"Danaus plexippus"
"139","2021-08-10T09:38:00",2021,8,10,35.112791,-111.69159,"Danaus plexippus"
"140","2018-04-26T00:00:00",2018,4,26,34.517631,-103.184965,"Danaus plexippus"
"141","2019-03-20T15:33:53",2019,3,20,33.845351,-117.893027,"Danaus plexippus"
"142","2021-05-03T12:53:00",2021,5,3,32.846028,-117.220563,"Danaus plexippus"
"143","2019-07-16T09:33:00",2019,7,16,33.989176,-118.078057,"Danaus plexippus"
"144","2016-06-17T09:19:09",2016,6,17,33.919179,-118.355552,"Danaus plexippus"
"145","2018-09-13T12:35:06",2018,9,13,34.133432,-117.852651,"Danaus plexippus"
"146","2021-09-06T17:56:19",2021,9,6,34.720761,-112.010204,"Danaus plexippus"
"147","2019-02-03T10:41:00",2019,2,3,33.881287,-118.388347,"Danaus plexippus"
"148","2016-11-25T15:42:00",2016,11,25,32.094369,-116.869967,"Danaus plexippus"
"149","2021-02-21T11:44:24",2021,2,21,33.925112,-118.423613,"Danaus plexippus"
"150","2017-06-25T16:06:00",2017,6,25,33.831319,-118.276793,"Danaus plexippus"
"151","2020-10-18T17:35:40",2020,10,18,33.648077,-117.916983,"Danaus plexippus"
"152","2021-04-30T16:43:00",2021,4,30,33.838911,-118.196278,"Danaus plexippus"
"153","2018-11-16T10:40:03",2018,11,16,35.266393,-120.675447,"Danaus plexippus"
"154","2014-09-26T00:00:00",2014,9,26,34.141755,-118.054332,"Danaus plexippus"
"155","2017-09-09T11:57:00",2017,9,9,34.129045,-118.114524,"Danaus plexippus"
"156","2016-08-07T06:53:00",2016,8,7,37.308758,-119.691094,"Danaus plexippus"
"157","2021-05-24T10:21:18",2021,5,24,33.532134,-117.110237,"Danaus plexippus"
"158","2020-06-27T15:33:27",2020,6,27,34.157103,-118.079818,"Danaus plexippus"
"159","2021-07-10T16:22:00",2021,7,10,34.102513,-118.707388,"Danaus plexippus"
"160","2015-10-24T12:11:38",2015,10,24,32.74114,-117.213636,"Danaus plexippus"
"161","2018-11-25T12:39:00",2018,11,25,33.82338,-118.393163,"Danaus plexippus"
"162","2017-10-26T08:55:20",2017,10,26,33.243822,-116.356257,"Danaus plexippus"
"163","2020-05-19T00:00:00",2020,5,19,33.682734,-117.636378,"Danaus plexippus"
"164","2021-09-24T11:31:09",2021,9,24,33.555682,-101.867481,"Danaus plexippus"
"165","2020-09-05T09:51:00",2020,9,5,30.542114,-103.835487,"Danaus plexippus"
"166","2018-04-06T15:44:33",2018,4,6,34.133481,-117.852579,"Danaus plexippus"
"167","2020-04-26T11:13:46",2020,4,26,34.133466,-117.852514,"Danaus plexippus"
"168","2020-01-12T00:00:00",2020,1,12,34.277836,-118.905333,"Danaus plexippus"
"169","2021-01-24T09:10:48",2021,1,24,33.984646,-118.330093,"Danaus plexippus"
"170","2018-09-23T11:44:00",2018,9,23,31.926028,-106.422061,"Danaus plexippus"
"171","2021-08-04T14:39:46",2021,8,4,40.369237,-109.352617,"Danaus plexippus"
"172","2020-07-06T08:48:00",2020,7,6,35.565188,-106.102574,"Danaus plexippus"
"173","2021-07-08T18:41:49",2021,7,8,32.941995,-117.261262,"Danaus plexippus"
"174","2018-08-16T12:23:21",2018,8,16,34.016388,-118.288055,"Danaus plexippus"
"175","2015-08-28T12:32:14",2015,8,28,34.44222,-119.224156,"Danaus plexippus"
"176","2016-07-15T11:33:00",2016,7,15,33.426973,-117.611992,"Danaus plexippus"
"177","2020-04-07T12:24:28",2020,4,7,34.437435,-119.76219,"Danaus plexippus"
"178","2021-04-08T11:12:48",2021,4,8,33.841,-118.160583,"Danaus plexippus"
"179","2019-05-12T15:20:34",2019,5,12,32.702222,-117.006111,"Danaus plexippus"
"180","2020-06-15T18:30:44",2020,6,15,34.191272,-118.843737,"Danaus plexippus"
"181","2007-02-13T12:03:14",2007,2,13,34.422868,-119.890945,"Danaus plexippus"
"182","2019-07-08T18:51:37",2019,7,8,40.353331,-111.900284,"Danaus plexippus"
"183","2016-10-26T13:34:26",2016,10,26,21.361362,-101.937967,"Danaus plexippus"
"184","2020-11-28T10:47:00",2020,11,28,30.416171,-109.604333,"Danaus plexippus"
"185","2021-05-01T15:07:19",2021,5,1,34.183575,-118.34987,"Danaus plexippus"
"186","2021-01-22T09:16:00",2021,1,22,33.894349,-118.533157,"Danaus plexippus"
"187","2015-09-20T14:43:15",2015,9,20,34.556989,-119.794372,"Danaus plexippus"
"188","2018-12-15T13:53:14",2018,12,15,33.402733,-111.679367,"Danaus plexippus"
"189","2021-04-21T11:46:46",2021,4,21,33.73448,-116.385529,"Danaus plexippus"
"190","2015-07-05T12:13:32",2015,7,5,32.556667,-117.085031,"Danaus plexippus"
"191","2021-03-27T16:09:14",2021,3,27,32.858866,-116.968176,"Danaus plexippus"
"192","2021-10-11T14:52:44",2021,10,11,35.234494,-106.680881,"Danaus plexippus"
"193","2017-02-21T00:00:00",2017,2,21,33.775967,-118.05375,"Danaus plexippus"
"194","2015-04-02T14:07:51",2015,4,2,32.795563,-117.049058,"Danaus plexippus"
"195","2012-12-19T10:58:25",2012,12,19,33.806774,-118.085481,"Danaus plexippus"
"196","2018-11-18T07:45:00",2018,11,18,21.190474,-100.112462,"Danaus plexippus"
"197","2021-10-27T07:59:00",2021,10,27,34.163359,-119.044434,"Danaus plexippus"
"198","2016-03-14T00:00:00",2016,3,14,33.946015,-117.943032,"Danaus plexippus"
"199","2018-11-27T08:13:31",2018,11,27,33.758055,-118.121667,"Danaus plexippus"
"200","2017-09-19T11:30:00",2017,9,19,36.183411,-115.506289,"Danaus plexippus"
"201","2020-09-01T13:14:16",2020,9,1,34.420775,-119.85907,"Danaus plexippus"
"202","2019-10-31T13:29:00",2019,10,31,25.794041,-100.211731,"Danaus plexippus"
"203","2018-08-07T15:02:13",2018,8,7,38.057956,-102.995612,"Danaus plexippus"
"204","2021-07-15T13:19:08",2021,7,15,34.279465,-119.303142,"Danaus plexippus"
"205","2014-06-25T14:41:47",2014,6,25,32.732038,-117.149189,"Danaus plexippus"
"206","2020-10-10T09:32:00",2020,10,10,33.258134,-101.744048,"Danaus plexippus"
"207","2020-11-27T15:07:53",2020,11,27,34.206411,-119.014742,"Danaus plexippus"
"208","2021-08-27T09:43:55",2021,8,27,34.010897,-117.242888,"Danaus plexippus"
"209","2019-07-16T16:41:58",2019,7,16,33.958653,-118.416887,"Danaus plexippus"
"210","2019-07-22T14:18:50",2019,7,22,38.535233,-105.994805,"Danaus plexippus"
"211","2021-08-14T10:17:46",2021,8,14,33.541879,-117.782259,"Danaus plexippus"
"212","2017-10-14T21:00:00",2017,10,14,33.867062,-118.217478,"Danaus plexippus"
"213","2020-02-25T14:00:00",2020,2,25,35.10852,-120.597089,"Danaus plexippus"
"214","2021-08-11T11:32:00",2021,8,11,35.151831,-108.483246,"Danaus plexippus"
"215","2020-03-29T09:43:38",2020,3,29,33.988863,-118.403092,"Danaus plexippus"
"216","2020-11-01T13:09:40",2020,11,1,34.978816,-119.183303,"Danaus plexippus"
"217","2014-11-04T11:58:00",2014,11,4,25.35994,-100.19237,"Danaus plexippus"
"218","2016-08-05T14:16:27",2016,8,5,33.844637,-118.292269,"Danaus plexippus"
"219","2020-03-01T00:33:00",2020,3,1,32.743834,-117.239256,"Danaus plexippus"
"220","2021-09-26T13:09:30",2021,9,26,31.88595,-102.351483,"Danaus plexippus"
"221","2020-02-16T09:26:00",2020,2,16,33.702309,-117.984261,"Danaus plexippus"
"222","2021-09-29T12:26:43",2021,9,29,34.907072,-120.429149,"Danaus plexippus"
"223","2019-09-08T09:50:43",2019,9,8,40.47693,-109.586126,"Danaus plexippus"
"224","2020-08-08T09:40:00",2020,8,8,39.329828,-119.798134,"Danaus plexippus"
"225","2019-09-15T11:47:30",2019,9,15,21.149696,-101.69972,"Danaus plexippus"
"226","2021-07-01T08:06:00",2021,7,1,33.51194,-117.750789,"Danaus plexippus"
"227","2021-01-08T11:48:52",2021,1,8,34.194825,-118.577225,"Danaus plexippus"
"228","2021-02-28T09:35:45",2021,2,28,34.099967,-118.01114,"Danaus plexippus"
"229","2019-03-01T15:24:58",2019,3,1,32.248182,-110.908607,"Danaus plexippus"
"230","2021-03-13T07:03:10",2021,3,13,33.018945,-117.279572,"Danaus plexippus"
"231","2011-06-20T14:06:00",2011,6,20,32.821126,-117.084984,"Danaus plexippus"
"232","2020-04-27T15:18:37",2020,4,27,34.021961,-118.432941,"Danaus plexippus"
"233","2020-06-05T09:01:54",2020,6,5,33.85763,-118.35736,"Danaus plexippus"
"234","2020-09-13T16:23:17",2020,9,13,33.530554,-101.929364,"Danaus plexippus"
"235","2020-04-21T12:12:00",2020,4,21,34.016505,-118.113753,"Danaus plexippus"
"236","2019-09-02T14:22:10",2019,9,2,32.731128,-117.145081,"Danaus plexippus"
"237","2020-09-07T12:04:01",2020,9,7,40.0102,-105.276353,"Danaus plexippus"
"238","2018-07-14T13:02:00",2018,7,14,34.08638,-117.799987,"Danaus plexippus"
"239","2018-04-03T11:05:22",2018,4,3,34.017911,-118.288117,"Danaus plexippus"
"240","2021-10-26T08:00:00",2021,10,26,25.532272,-103.428282,"Danaus plexippus"
"241","2020-10-04T23:31:49",2020,10,4,34.428734,-119.894675,"Danaus plexippus"
"242","2015-09-28T13:29:03",2015,9,28,34.456151,-119.728469,"Danaus plexippus"
"243","2018-11-21T09:11:00",2018,11,21,32.746763,-117.19905,"Danaus plexippus"
"244","2018-12-21T14:17:00",2018,12,21,33.804978,-118.230563,"Danaus plexippus"
"245","2021-06-01T13:28:00",2021,6,1,33.200037,-117.242535,"Danaus plexippus"
"246","2020-05-18T14:31:00",2020,5,18,34.144002,-118.460578,"Danaus plexippus"
"247","2021-04-10T09:13:00",2021,4,10,33.828061,-118.342774,"Danaus plexippus"
"248","2015-11-09T06:53:17",2015,11,9,34.042636,-118.371533,"Danaus plexippus"
"249","2020-04-01T14:57:54",2020,4,1,34.419959,-119.664888,"Danaus plexippus"
"250","2016-07-27T16:24:00",2016,7,27,37.499529,-118.171799,"Danaus plexippus"
"251","2018-04-29T11:11:00",2018,4,29,34.063808,-118.355434,"Danaus plexippus"
"252","2018-03-25T13:04:51",2018,3,25,34.206489,-118.192313,"Danaus plexippus"
"253","2020-06-27T17:23:45",2020,6,27,34.007291,-118.461171,"Danaus plexippus"
"254","2021-07-05T16:06:00",2021,7,5,35.26357,-120.690318,"Danaus plexippus"
"255","2021-09-27T11:53:00",2021,9,27,33.564098,-101.797086,"Danaus plexippus"
"256","2021-11-23T11:55:08",2021,11,23,36.320696,-117.521725,"Danaus plexippus"
"257","2019-08-10T14:09:00",2019,8,10,33.782846,-118.34796,"Danaus plexippus"
"258","2020-06-15T11:52:15",2020,6,15,34.090142,-118.214584,"Danaus plexippus"
"259","2019-08-03T10:34:00",2019,8,3,33.86216,-118.311076,"Danaus plexippus"
"260","2021-03-20T08:46:38",2021,3,20,33.827996,-118.103868,"Danaus plexippus"
"261","2021-03-22T13:07:00",2021,3,22,34.057673,-118.079322,"Danaus plexippus"
"262","2015-05-28T00:00:00",2015,5,28,34.110206,-118.074374,"Danaus plexippus"
"263","2021-01-20T11:14:00",2021,1,20,34.165532,-118.494243,"Danaus plexippus"
"264","2019-05-05T10:08:00",2019,5,5,34.272192,-118.32571,"Danaus plexippus"
"265","2021-10-20T16:25:30",2021,10,20,25.762171,-100.429514,"Danaus plexippus"
"266","2021-07-13T19:43:43",2021,7,13,33.445833,-117.60084,"Danaus plexippus"
"267","2016-11-13T15:20:00",2016,11,13,23.818053,-100.779004,"Danaus plexippus"
"268","2020-10-04T13:48:46",2020,10,4,37.863492,-111.312058,"Danaus plexippus"
"269","2020-12-13T11:44:22",2020,12,13,34.123837,-118.446615,"Danaus plexippus"
"270","2018-07-11T14:43:56",2018,7,11,32.731872,-117.147595,"Danaus plexippus"
"271","2020-06-25T10:57:00",2020,6,25,32.860934,-117.007533,"Danaus plexippus"
"272","2020-07-30T12:43:12",2020,7,30,40.556672,-105.064675,"Danaus plexippus"
"273","2019-11-01T09:54:00",2019,11,1,25.388958,-100.795808,"Danaus plexippus"
"274","2020-11-11T13:37:00",2020,11,11,33.894258,-118.230811,"Danaus plexippus"
"275","2019-08-31T11:36:05",2019,8,31,33.7458,-116.712158,"Danaus plexippus"
"276","2021-08-10T15:14:00",2021,8,10,25.646547,-100.37638,"Danaus plexippus"
"277","2021-07-26T15:48:09",2021,7,26,32.940301,-117.046224,"Danaus plexippus"
"278","2020-05-31T10:41:00",2020,5,31,34.109806,-118.226294,"Danaus plexippus"
"279","2020-07-26T14:14:00",2020,7,26,33.568461,-117.726298,"Danaus plexippus"
"280","2020-10-19T11:01:37",2020,10,19,34.829735,-111.897282,"Danaus plexippus"
"281","2016-12-01T10:36:00",2016,12,1,23.203742,-106.507675,"Danaus plexippus"
"282","2019-05-27T10:06:24",2019,5,27,34.013978,-118.377472,"Danaus plexippus"
"283","2020-11-20T14:04:57",2020,11,20,33.047038,-117.271996,"Danaus plexippus"
"284","2015-08-22T00:00:00",2015,8,22,34.113247,-118.094372,"Danaus plexippus"
"285","2021-04-27T13:57:59",2021,4,27,33.706877,-118.233432,"Danaus plexippus"
"286","2020-06-12T18:04:00",2020,6,12,33.922555,-118.331934,"Danaus plexippus"
"287","2020-08-05T14:04:22",2020,8,5,33.923158,-118.415212,"Danaus plexippus"
"288","2021-06-30T09:41:00",2021,6,30,34.244937,-118.525032,"Danaus plexippus"
"289","2016-07-06T07:01:56",2016,7,6,39.457969,-104.899605,"Danaus plexippus"
"290","2017-11-08T22:55:00",2017,11,8,22.149239,-101.016951,"Danaus plexippus"
"291","2017-09-16T12:16:31",2017,9,16,34.017369,-118.28902,"Danaus plexippus"
"292","2020-03-17T12:29:21",2020,3,17,33.802993,-118.335708,"Danaus plexippus"
"293","2016-02-14T14:14:27",2016,2,14,32.757824,-117.193269,"Danaus plexippus"
"294","2019-05-24T15:01:03",2019,5,24,32.741619,-117.246022,"Danaus plexippus"
"295","2017-06-18T14:36:00",2017,6,18,34.165808,-118.495032,"Danaus plexippus"
"296","2019-08-10T15:30:46",2019,8,10,32.903684,-117.163185,"Danaus plexippus"
"297","2016-07-11T16:28:14",2016,7,11,34.017425,-118.287737,"Danaus plexippus"
"298","2021-05-01T12:24:00",2021,5,1,33.839047,-118.195324,"Danaus plexippus"
"299","2016-11-15T15:47:24",2016,11,15,32.84798,-116.996192,"Danaus plexippus"
"300","2013-09-07T08:11:00",2013,9,7,34.110738,-117.713913,"Danaus plexippus"
"301","2016-10-29T08:55:00",2016,10,29,27.761643,-100.961783,"Danaus plexippus"
"302","2019-08-15T10:46:36",2019,8,15,33.857405,-118.357338,"Danaus plexippus"
"303","2020-05-27T17:34:20",2020,5,27,33.988838,-118.403062,"Danaus plexippus"
"304","2021-07-30T11:35:30",2021,7,30,39.732133,-104.960126,"Danaus plexippus"
"305","2019-05-20T13:13:28",2019,5,20,33.924142,-118.372703,"Danaus plexippus"
"306","2020-10-07T14:53:00",2020,10,7,32.866282,-116.974698,"Danaus plexippus"
"307","2020-11-28T11:27:00",2020,11,28,34.118907,-118.583694,"Danaus plexippus"
"308","2021-07-31T15:14:00",2021,7,31,32.977713,-116.579628,"Danaus plexippus"
"309","2011-10-21T11:50:00",2011,10,21,32.554021,-117.085204,"Danaus plexippus"
"310","2017-09-19T11:08:00",2017,9,19,36.181892,-115.50558,"Danaus plexippus"
